328076.3123776510,4689578.58788669,19,T
328076.3123776510,4689578.58788669,19,T
328076.32953168600,4689578.596928840,19,T
328076.32953168600,4689578.596928840,19,T
328076.3219867050,4689578.603608360,19,T
328076.3219867050,4689578.603608360,19,T
328076.28274845500,4689578.637043120,19,T
328076.28274845500,4689578.637043120,19,T
328076.2371918210,4689578.665437500,19,T
328076.2371918210,4689578.665437500,19,T
328076.15589588300,4689578.628652360,19,T
328076.15589588300,4689578.628652360,19,T
328076.0860102970,4689578.563197630,19,T
328076.0860102970,4689578.563197630,19,T
328075.9724171970,4689578.545389350,19,T
328075.9724171970,4689578.545389350,19,T
328075.79093473200,4689578.504197780,19,T
328075.79093473200,4689578.504197780,19,T
328075.61300023900,4689578.371998390,19,T
328075.61300023900,4689578.371998390,19,T
328075.4745410930,4689578.238459010,19,T
328075.4745410930,4689578.238459010,19,T
328075.29377295400,4689578.153459520,19,T
328075.29377295400,4689578.153459520,19,T
328075.119861559,4689578.162737970,19,T
328075.119861559,4689578.162737970,19,T
328074.9711568110,4689578.082889200,19,T
328074.9711568110,4689578.082889200,19,T
328074.8411144630,4689577.989408140,19,T
328074.8411144630,4689577.989408140,19,T
328074.7397182530,4689577.930107850,19,T
328074.7397182530,4689577.930107850,19,T
328074.61584271200,4689577.942054830,19,T
328074.61584271200,4689577.942054830,19,T
328074.50955686700,4689577.913490730,19,T
328074.50955686700,4689577.913490730,19,T
328074.40835370900,4689577.90131605,19,T
328074.40835370900,4689577.90131605,19,T
328074.33106946000,4689577.943848950,19,T
328074.33106946000,4689577.943848950,19,T
328074.260830123,4689577.931285400,19,T
328074.260830123,4689577.931285400,19,T
328074.16206563600,4689577.850210880,19,T
328074.16206563600,4689577.850210880,19,T
328074.06486893900,4689577.821794800,19,T
328074.06486893900,4689577.821794800,19,T
328073.9296099290,4689577.841072180,19,T
328073.9296099290,4689577.841072180,19,T
328073.8351016360,4689577.781973960,19,T
328073.8351016360,4689577.781973960,19,T
328073.73057783700,4689577.7971570200,19,T
328073.73057783700,4689577.7971570200,19,T
328073.6258617350,4689577.686725730,19,T
328073.6258617350,4689577.686725730,19,T
328073.45135234100,4689577.581904100,19,T
328073.45135234100,4689577.581904100,19,T
328073.29453672200,4689577.468854980,19,T
328073.29453672200,4689577.468854980,19,T
328073.0913580840,4689577.429865980,19,T
328073.0913580840,4689577.429865980,19,T
328072.8976252430,4689577.371904320,19,T
328072.8976252430,4689577.371904320,19,T
328072.74290923700,4689577.237836240,19,T
328072.74290923700,4689577.237836240,19,T
328072.5506619850,4689577.156272960,19,T
328072.5506619850,4689577.156272960,19,T
328072.3502897920,4689577.018501150,19,T
328072.3502897920,4689577.018501150,19,T
328072.1484728090,4689576.956470230,19,T
328072.1484728090,4689576.956470230,19,T
328071.9707447800,4689576.922423150,19,T
328071.9707447800,4689576.922423150,19,T
328071.7959679610,4689576.924486380,19,T
328071.7959679610,4689576.924486380,19,T
328071.6425688060,4689576.860895960,19,T
328071.6425688060,4689576.860895960,19,T
328071.5148196690,4689576.765503150,19,T
328071.5148196690,4689576.765503150,19,T
328071.3335288840,4689576.704081760,19,T
328071.3335288840,4689576.704081760,19,T
328071.15712243,4689576.690227480,19,T
328071.15712243,4689576.690227480,19,T
328071.01131214400,4689576.65539701,19,T
328071.01131214400,4689576.65539701,19,T
328070.8717242240,4689576.599260820,19,T
328070.8717242240,4689576.599260820,19,T
328070.7227272130,4689576.636502960,19,T
328070.7227272130,4689576.636502960,19,T
328070.6313376220,4689576.575472700,19,T
328070.6313376220,4689576.575472700,19,T
328070.50147020000,4689576.47790526,19,T
328070.50147020000,4689576.47790526,19,T
328070.34046129500,4689576.423964840,19,T
328070.34046129500,4689576.423964840,19,T
328070.20452728800,4689576.34844151,19,T
328070.20452728800,4689576.34844151,19,T
328070.0757936610,4689576.319500690,19,T
328070.0757936610,4689576.319500690,19,T
328069.93002196700,4689576.224550270,19,T
328069.93002196700,4689576.224550270,19,T
328069.7736596790,4689576.214100650,19,T
328069.7736596790,4689576.214100650,19,T
328069.60477292900,4689576.181321040,19,T
328069.60477292900,4689576.181321040,19,T
328069.4278223080,4689576.134080710,19,T
328069.4278223080,4689576.134080710,19,T
328069.2643030910,4689576.090036210,19,T
328069.2643030910,4689576.090036210,19,T
328069.1516023230,4689576.007633850,19,T
328069.1516023230,4689576.007633850,19,T
328069.0320863110,4689575.978466810,19,T
328069.0320863110,4689575.978466810,19,T
328068.9291549490,4689575.912709950,19,T
328068.9291549490,4689575.912709950,19,T
328068.8007496070,4689575.869102440,19,T
328068.8007496070,4689575.869102440,19,T
328068.66896607500,4689575.816856890,19,T
328068.66896607500,4689575.816856890,19,T
328068.55600129600,4689575.723698980,19,T
328068.55600129600,4689575.723698980,19,T
328068.39390526900,4689575.720812230,19,T
328068.39390526900,4689575.720812230,19,T
328068.2305148310,4689575.749315630,19,T
328068.2305148310,4689575.749315630,19,T
328068.1349817550,4689575.676511740,19,T
328068.1349817550,4689575.676511740,19,T
328067.99838303100,4689575.624384390,19,T
328067.99838303100,4689575.624384390,19,T
328067.8637290380,4689575.59540338,19,T
328067.8637290380,4689575.59540338,19,T
328067.7398070410,4689575.560592370,19,T
328067.7398070410,4689575.560592370,19,T
328067.6249768200,4689575.486777730,19,T
328067.6249768200,4689575.486777730,19,T
328067.46857752500,4689575.502863080,19,T
328067.46857752500,4689575.502863080,19,T
328067.34822591000,4689575.478912040,19,T
328067.34822591000,4689575.478912040,19,T
328067.22707478800,4689575.388738370,19,T
328067.22707478800,4689575.388738370,19,T
328067.10268350300,4689575.312375130,19,T
328067.10268350300,4689575.312375130,19,T
328066.9962950580,4689575.217942500,19,T
328066.9962950580,4689575.217942500,19,T
328066.9004367360,4689575.143105540,19,T
328066.9004367360,4689575.143105540,19,T
328066.76886801600,4689575.144479430,19,T
328066.76886801600,4689575.144479430,19,T
328066.5467794800,4689575.367027180,19,T
328066.5467794800,4689575.367027180,19,T
328066.1406301580,4689576.077086090,19,T
328066.1406301580,4689576.077086090,19,T
328065.32189916700,4689577.689408760,19,T
