time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,0,0,.fix_qua,.zone_num,.zone_letter
2022/02/16/19:15:12.933129,28840,1645056912,929547548,,671943.026846982,4689634.08373859,5,42,T
2022/02/16/19:15:13.131998,28841,1645056913,130160808,,671943.191595612,4689634.27556194,5,42,T
2022/02/16/19:15:13.133141,28842,1645056913,130160808,,671943.191595612,4689634.27556194,5,42,T
2022/02/16/19:15:13.334794,28843,1645056913,332997083,,671943.352355056,4689634.49530581,5,42,T
2022/02/16/19:15:13.336586,28844,1645056913,332997083,,671943.352355056,4689634.49530581,5,42,T
2022/02/16/19:15:13.536915,28845,1645056913,534867286,,671943.520010962,4689634.68645833,5,42,T
2022/02/16/19:15:13.536988,28846,1645056913,534867286,,671943.520010962,4689634.68645833,5,42,T
2022/02/16/19:15:13.736688,28847,1645056913,734968423,,671943.649367279,4689634.8844639,5,42,T
2022/02/16/19:15:13.738137,28848,1645056913,734968423,,671943.649367279,4689634.8844639,5,42,T
2022/02/16/19:15:13.936414,28849,1645056913,934296369,,671943.761482658,4689635.06701649,5,42,T
2022/02/16/19:15:13.936504,28850,1645056913,934296369,,671943.761482658,4689635.06701649,5,42,T
2022/02/16/19:15:14.136685,28851,1645056914,135251283,,671943.92732881,4689635.24216707,5,42,T
2022/02/16/19:15:14.137801,28852,1645056914,135251283,,671943.92732881,4689635.24216707,5,42,T
2022/02/16/19:15:14.337276,28853,1645056914,334387779,,671944.07297666,4689635.40457537,5,42,T
2022/02/16/19:15:14.337472,28854,1645056914,334387779,,671944.07297666,4689635.40457537,5,42,T
2022/02/16/19:15:14.536383,28855,1645056914,534571409,,671944.226518395,4689635.52579922,5,42,T
2022/02/16/19:15:14.536786,28856,1645056914,534571409,,671944.226518395,4689635.52579922,5,42,T
2022/02/16/19:15:14.734807,28857,1645056914,733220577,,671944.378534154,4689635.75404946,5,42,T
2022/02/16/19:15:14.735827,28858,1645056914,733220577,,671944.378534154,4689635.75404946,5,42,T
2022/02/16/19:15:14.934758,28859,1645056914,932905197,,671944.46754341,4689635.94698247,5,42,T
2022/02/16/19:15:14.934834,28860,1645056914,932905197,,671944.46754341,4689635.94698247,5,42,T
2022/02/16/19:15:15.133640,28861,1645056915,131961822,,671944.579010325,4689636.09426417,5,42,T
2022/02/16/19:15:15.134723,28862,1645056915,131961822,,671944.579010325,4689636.09426417,5,42,T
2022/02/16/19:15:15.334476,28863,1645056915,332765340,,671944.728388356,4689636.26734055,1,42,T
2022/02/16/19:15:15.335845,28864,1645056915,332765340,,671944.728388356,4689636.26734055,1,42,T
2022/02/16/19:15:15.532725,28865,1645056915,531053781,,671944.893100977,4689636.43819562,5,42,T
2022/02/16/19:15:15.533855,28866,1645056915,531053781,,671944.893100977,4689636.43819562,5,42,T
2022/02/16/19:15:15.734862,28867,1645056915,731814146,,671945.032616557,4689636.62049308,5,42,T
2022/02/16/19:15:15.734882,28868,1645056915,731814146,,671945.032616557,4689636.62049308,5,42,T
2022/02/16/19:15:15.933536,28869,1645056915,931743860,,671945.123229138,4689636.85465813,5,42,T
2022/02/16/19:15:15.934104,28870,1645056915,931743860,,671945.123229138,4689636.85465813,5,42,T
2022/02/16/19:15:16.132632,28871,1645056916,130470991,,671945.240224322,4689637.04029939,5,42,T
2022/02/16/19:15:16.132651,28872,1645056916,130470991,,671945.240224322,4689637.04029939,5,42,T
2022/02/16/19:15:16.331935,28873,1645056916,329413890,,671945.349946223,4689637.17454958,5,42,T
2022/02/16/19:15:16.331991,28874,1645056916,329413890,,671945.349946223,4689637.17454958,5,42,T
2022/02/16/19:15:16.529604,28875,1645056916,527647495,,671945.456285374,4689637.36809357,5,42,T
2022/02/16/19:15:16.529657,28876,1645056916,527647495,,671945.456285374,4689637.36809357,5,42,T
2022/02/16/19:15:16.728043,28877,1645056916,726121187,,671945.589485609,4689637.52166093,5,42,T
2022/02/16/19:15:16.728104,28878,1645056916,726121187,,671945.589485609,4689637.52166093,5,42,T
2022/02/16/19:15:16.927015,28879,1645056916,925211668,,671945.671662582,4689637.66766699,5,42,T
2022/02/16/19:15:16.927385,28880,1645056916,925211668,,671945.671662582,4689637.66766699,5,42,T
2022/02/16/19:15:17.125936,28881,1645056917,123800039,,671945.800195857,4689637.8543337,5,42,T
2022/02/16/19:15:17.126685,28882,1645056917,123800039,,671945.800195857,4689637.8543337,5,42,T
2022/02/16/19:15:17.323625,28883,1645056917,321327447,,671945.853693406,4689638.05270379,5,42,T
2022/02/16/19:15:17.323978,28884,1645056917,321327447,,671945.853693406,4689638.05270379,5,42,T
2022/02/16/19:15:17.522244,28885,1645056917,520226001,,671945.976155149,4689638.23996366,5,42,T
2022/02/16/19:15:17.522635,28886,1645056917,520226001,,671945.976155149,4689638.23996366,5,42,T
2022/02/16/19:15:17.722930,28887,1645056917,720913887,,671946.099326508,4689638.42074662,5,42,T
2022/02/16/19:15:17.723158,28888,1645056917,720913887,,671946.099326508,4689638.42074662,5,42,T
2022/02/16/19:15:17.923371,28889,1645056917,920933723,,671946.200811521,4689638.67744489,5,42,T
2022/02/16/19:15:17.923963,28890,1645056917,920933723,,671946.200811521,4689638.67744489,5,42,T
2022/02/16/19:15:18.122398,28891,1645056918,120840549,,671946.309340191,4689638.88273246,5,42,T
2022/02/16/19:15:18.123134,28892,1645056918,120840549,,671946.309340191,4689638.88273246,5,42,T
2022/02/16/19:15:18.325370,28893,1645056918,322567462,,671946.407047437,4689639.11948387,5,42,T
2022/02/16/19:15:18.325421,28894,1645056918,322567462,,671946.407047437,4689639.11948387,5,42,T
2022/02/16/19:15:18.525037,28895,1645056918,523269891,,671946.49081709,4689639.32397811,5,42,T
2022/02/16/19:15:18.526098,28896,1645056918,523269891,,671946.49081709,4689639.32397811,5,42,T
2022/02/16/19:15:18.725391,28897,1645056918,722885370,,671946.615282742,4689639.48568094,5,42,T
2022/02/16/19:15:18.725442,28898,1645056918,722885370,,671946.615282742,4689639.48568094,5,42,T
2022/02/16/19:15:18.925295,28899,1645056918,923707723,,671946.720985523,4689639.71075326,5,42,T
2022/02/16/19:15:18.926950,28900,1645056918,923707723,,671946.720985523,4689639.71075326,5,42,T
2022/02/16/19:15:19.129392,28901,1645056919,127820491,,671946.791787672,4689639.92198017,5,42,T
2022/02/16/19:15:19.130475,28902,1645056919,127820491,,671946.791787672,4689639.92198017,5,42,T
2022/02/16/19:15:19.332266,28903,1645056919,330262422,,671946.902102764,4689640.11617845,5,42,T
2022/02/16/19:15:19.332555,28904,1645056919,330262422,,671946.902102764,4689640.11617845,5,42,T
2022/02/16/19:15:19.531310,28905,1645056919,529211759,,671947.013112297,4689640.32134137,5,42,T
2022/02/16/19:15:19.531371,28906,1645056919,529211759,,671947.013112297,4689640.32134137,5,42,T
2022/02/16/19:15:19.729873,28907,1645056919,728219509,,671947.142543257,4689640.52751317,5,42,T
2022/02/16/19:15:19.731610,28908,1645056919,728219509,,671947.142543257,4689640.52751317,5,42,T
2022/02/16/19:15:19.930773,28909,1645056919,928714990,,671947.292425389,4689640.72490937,5,42,T
2022/02/16/19:15:19.931488,28910,1645056919,928714990,,671947.292425389,4689640.72490937,5,42,T
2022/02/16/19:15:20.129677,28911,1645056920,127790451,,671947.41045781,4689640.94119231,5,42,T
2022/02/16/19:15:20.130172,28912,1645056920,127790451,,671947.41045781,4689640.94119231,5,42,T
2022/02/16/19:15:20.328923,28913,1645056920,326948404,,671947.532522404,4689641.13901897,5,42,T
2022/02/16/19:15:20.328980,28914,1645056920,326948404,,671947.532522404,4689641.13901897,5,42,T
2022/02/16/19:15:20.529098,28915,1645056920,527131557,,671947.65728335,4689641.36159031,5,42,T
2022/02/16/19:15:20.529539,28916,1645056920,527131557,,671947.65728335,4689641.36159031,5,42,T
2022/02/16/19:15:20.729664,28917,1645056920,727903604,,671947.795146815,4689641.58875101,5,42,T
2022/02/16/19:15:20.730576,28918,1645056920,727903604,,671947.795146815,4689641.58875101,5,42,T
2022/02/16/19:15:20.930739,28919,1645056920,928686141,,671947.95828871,4689641.82358325,5,42,T
2022/02/16/19:15:20.930900,28920,1645056920,928686141,,671947.95828871,4689641.82358325,5,42,T
2022/02/16/19:15:21.130589,28921,1645056921,128712415,,671948.092744639,4689642.04936144,5,42,T
2022/02/16/19:15:21.130669,28922,1645056921,128712415,,671948.092744639,4689642.04936144,5,42,T
2022/02/16/19:15:21.331049,28923,1645056921,328961372,,671948.206054941,4689642.27295058,5,42,T
2022/02/16/19:15:21.331138,28924,1645056921,328961372,,671948.206054941,4689642.27295058,5,42,T
2022/02/16/19:15:21.532142,28925,1645056921,530034780,,671948.31647111,4689642.46863578,5,42,T
2022/02/16/19:15:21.532199,28926,1645056921,530034780,,671948.31647111,4689642.46863578,5,42,T
2022/02/16/19:15:21.732811,28927,1645056921,731040239,,671948.462454525,4689642.66222526,5,42,T
2022/02/16/19:15:21.734135,28928,1645056921,731040239,,671948.462454525,4689642.66222526,5,42,T
2022/02/16/19:15:21.936805,28929,1645056921,934263706,,671948.609904696,4689642.90261,5,42,T
2022/02/16/19:15:21.936979,28930,1645056921,934263706,,671948.609904696,4689642.90261,5,42,T
2022/02/16/19:15:22.137587,28931,1645056922,135930538,,671948.730218654,4689643.1324943,5,42,T
2022/02/16/19:15:22.139226,28932,1645056922,135930538,,671948.730218654,4689643.1324943,5,42,T
2022/02/16/19:15:22.341404,28933,1645056922,339183092,,671948.826400324,4689643.30240938,5,42,T
2022/02/16/19:15:22.341461,28934,1645056922,339183092,,671948.826400324,4689643.30240938,5,42,T
2022/02/16/19:15:22.542520,28935,1645056922,540398120,,671948.971840462,4689643.53495157,5,42,T
2022/02/16/19:15:22.542584,28936,1645056922,540398120,,671948.971840462,4689643.53495157,5,42,T
2022/02/16/19:15:22.741689,28937,1645056922,740190505,,671949.103030448,4689643.73114675,5,42,T
2022/02/16/19:15:22.742436,28938,1645056922,740190505,,671949.103030448,4689643.73114675,5,42,T
2022/02/16/19:15:22.943281,28939,1645056922,941658020,,671949.251766811,4689643.95838885,5,42,T
2022/02/16/19:15:22.944891,28940,1645056922,941658020,,671949.251766811,4689643.95838885,5,42,T
2022/02/16/19:15:23.144553,28941,1645056923,142496347,,671949.369370675,4689644.2145551,5,42,T
2022/02/16/19:15:23.145494,28942,1645056923,142496347,,671949.369370675,4689644.2145551,5,42,T
2022/02/16/19:15:23.344520,28943,1645056923,342553853,,671949.502936842,4689644.41489078,5,42,T
2022/02/16/19:15:23.344693,28944,1645056923,342553853,,671949.502936842,4689644.41489078,5,42,T
2022/02/16/19:15:23.546096,28945,1645056923,543816566,,671949.599366754,4689644.66441403,5,42,T
2022/02/16/19:15:23.546742,28946,1645056923,543816566,,671949.599366754,4689644.66441403,5,42,T
2022/02/16/19:15:23.747964,28947,1645056923,745987653,,671949.674373401,4689644.87258979,5,42,T
2022/02/16/19:15:23.748600,28948,1645056923,745987653,,671949.674373401,4689644.87258979,5,42,T
2022/02/16/19:15:23.950047,28949,1645056923,947375297,,671949.755930034,4689645.08871956,5,42,T
2022/02/16/19:15:23.950091,28950,1645056923,947375297,,671949.755930034,4689645.08871956,5,42,T
2022/02/16/19:15:24.151490,28951,1645056924,148861885,,671949.861981085,4689645.3388501,5,42,T
2022/02/16/19:15:24.151690,28952,1645056924,148861885,,671949.861981085,4689645.3388501,5,42,T
2022/02/16/19:15:24.349847,28953,1645056924,348293781,,671949.961275757,4689645.60625673,5,42,T
2022/02/16/19:15:24.350989,28954,1645056924,348293781,,671949.961275757,4689645.60625673,5,42,T
2022/02/16/19:15:24.554265,28955,1645056924,550665616,,671950.032922879,4689645.85034723,5,42,T
2022/02/16/19:15:24.554511,28956,1645056924,550665616,,671950.032922879,4689645.85034723,5,42,T
2022/02/16/19:15:24.753886,28957,1645056924,752018213,,671950.084835031,4689646.10768417,5,42,T
2022/02/16/19:15:24.754611,28958,1645056924,752018213,,671950.084835031,4689646.10768417,5,42,T
2022/02/16/19:15:24.955522,28959,1645056924,952865123,,671950.153110045,4689646.34334203,5,42,T
2022/02/16/19:15:24.955892,28960,1645056924,952865123,,671950.153110045,4689646.34334203,5,42,T
2022/02/16/19:15:25.156671,28961,1645056925,152745723,,671950.227827799,4689646.60253767,5,42,T
2022/02/16/19:15:25.156759,28962,1645056925,152745723,,671950.227827799,4689646.60253767,5,42,T
2022/02/16/19:15:25.340141,28963,1645056925,339461565,,671950.293745288,4689646.86133173,5,42,T
2022/02/16/19:15:25.340163,28964,1645056925,339461565,,671950.293745288,4689646.86133173,5,42,T
2022/02/16/19:15:25.542423,28965,1645056925,539607524,,671950.335196675,4689647.09057899,5,42,T
2022/02/16/19:15:25.542449,28966,1645056925,539607524,,671950.335196675,4689647.09057899,5,42,T
2022/02/16/19:15:25.742864,28967,1645056925,740351438,,671950.35761462,4689647.33253323,5,42,T
2022/02/16/19:15:25.742923,28968,1645056925,740351438,,671950.35761462,4689647.33253323,5,42,T
2022/02/16/19:15:25.944318,28969,1645056925,942140817,,671950.426503644,4689647.56560844,5,42,T
2022/02/16/19:15:25.944385,28970,1645056925,942140817,,671950.426503644,4689647.56560844,5,42,T
2022/02/16/19:15:26.145277,28971,1645056926,143027544,,671950.455611258,4689647.72571266,5,42,T
2022/02/16/19:15:26.145498,28972,1645056926,143027544,,671950.455611258,4689647.72571266,5,42,T
2022/02/16/19:15:26.345762,28973,1645056926,343441724,,671950.511998083,4689648.00264247,5,42,T
2022/02/16/19:15:26.345785,28974,1645056926,343441724,,671950.511998083,4689648.00264247,5,42,T
2022/02/16/19:15:26.547126,28975,1645056926,544447898,,671950.56959884,4689648.24694482,5,42,T
2022/02/16/19:15:26.547354,28976,1645056926,544447898,,671950.56959884,4689648.24694482,5,42,T
2022/02/16/19:15:26.747290,28977,1645056926,744832038,,671950.550798805,4689648.5361309,5,42,T
2022/02/16/19:15:26.747340,28978,1645056926,744832038,,671950.550798805,4689648.5361309,5,42,T
2022/02/16/19:15:26.947901,28979,1645056926,946136474,,671950.554549977,4689648.81510853,5,42,T
2022/02/16/19:15:26.948821,28980,1645056926,946136474,,671950.554549977,4689648.81510853,5,42,T
2022/02/16/19:15:27.150783,28981,1645056927,147739171,,671950.596123721,4689649.06180073,5,42,T
2022/02/16/19:15:27.150809,28982,1645056927,147739171,,671950.596123721,4689649.06180073,5,42,T
2022/02/16/19:15:27.351857,28983,1645056927,349561452,,671950.587022707,4689649.37646006,5,42,T
2022/02/16/19:15:27.352326,28984,1645056927,349561452,,671950.587022707,4689649.37646006,5,42,T
2022/02/16/19:15:27.553097,28985,1645056927,550895929,,671950.489440241,4689649.60006761,5,42,T
2022/02/16/19:15:27.553851,28986,1645056927,550895929,,671950.489440241,4689649.60006761,5,42,T
2022/02/16/19:15:27.754697,28987,1645056927,751560688,,671950.355761972,4689649.86973386,5,42,T
2022/02/16/19:15:27.754768,28988,1645056927,751560688,,671950.355761972,4689649.86973386,5,42,T
2022/02/16/19:15:27.937506,28989,1645056927,936841964,,671950.25948042,4689650.08520903,5,42,T
2022/02/16/19:15:27.937528,28990,1645056927,936841964,,671950.25948042,4689650.08520903,5,42,T
2022/02/16/19:15:28.138878,28991,1645056928,136168241,,671950.12918543,4689650.32359995,5,42,T
2022/02/16/19:15:28.139094,28992,1645056928,136168241,,671950.12918543,4689650.32359995,5,42,T
2022/02/16/19:15:28.341046,28993,1645056928,338566064,,671949.980556015,4689650.58547707,5,42,T
2022/02/16/19:15:28.341198,28994,1645056928,338566064,,671949.980556015,4689650.58547707,5,42,T
2022/02/16/19:15:28.543049,28995,1645056928,540554523,,671949.851057649,4689650.84188616,5,42,T
2022/02/16/19:15:28.543154,28996,1645056928,540554523,,671949.851057649,4689650.84188616,5,42,T
2022/02/16/19:15:28.743844,28997,1645056928,741139173,,671949.692617484,4689651.04358896,5,42,T
2022/02/16/19:15:28.744520,28998,1645056928,741139173,,671949.692617484,4689651.04358896,5,42,T
2022/02/16/19:15:28.945620,28999,1645056928,943372011,,671949.520198336,4689651.1866851,5,42,T
2022/02/16/19:15:28.946647,29000,1645056928,943372011,,671949.520198336,4689651.1866851,5,42,T
2022/02/16/19:15:29.148590,29001,1645056929,146684408,,671949.327910164,4689651.38774255,5,42,T
2022/02/16/19:15:29.151715,29002,1645056929,146684408,,671949.327910164,4689651.38774255,5,42,T
2022/02/16/19:15:29.351377,29003,1645056929,349319219,,671949.107015491,4689651.58772666,5,42,T
2022/02/16/19:15:29.351430,29004,1645056929,349319219,,671949.107015491,4689651.58772666,5,42,T
2022/02/16/19:15:29.552782,29005,1645056929,550669193,,671948.895305532,4689651.73319823,5,42,T
2022/02/16/19:15:29.552931,29006,1645056929,550669193,,671948.895305532,4689651.73319823,5,42,T
2022/02/16/19:15:29.755439,29007,1645056929,751532316,,671948.721082227,4689651.9161439,5,42,T
2022/02/16/19:15:29.755736,29008,1645056929,751532316,,671948.721082227,4689651.9161439,5,42,T
2022/02/16/19:15:29.955027,29009,1645056929,952661514,,671948.537132597,4689652.07472897,5,42,T
2022/02/16/19:15:29.955609,29010,1645056929,952661514,,671948.537132597,4689652.07472897,5,42,T
2022/02/16/19:15:30.156780,29011,1645056930,154990911,,671948.323925044,4689652.18026999,5,42,T
2022/02/16/19:15:30.157767,29012,1645056930,154990911,,671948.323925044,4689652.18026999,5,42,T
2022/02/16/19:15:30.359409,29013,1645056930,357082605,,671948.118139914,4689652.37598622,5,42,T
2022/02/16/19:15:30.359861,29014,1645056930,357082605,,671948.118139914,4689652.37598622,5,42,T
2022/02/16/19:15:30.560316,29015,1645056930,558382272,,671947.920416609,4689652.54610856,5,42,T
2022/02/16/19:15:30.560495,29016,1645056930,558382272,,671947.920416609,4689652.54610856,5,42,T
2022/02/16/19:15:30.759868,29017,1645056930,757697582,,671947.706011357,4689652.67240208,1,42,T
2022/02/16/19:15:30.759897,29018,1645056930,757697582,,671947.706011357,4689652.67240208,1,42,T
2022/02/16/19:15:30.943368,29019,1645056930,942690849,,671947.514254422,4689652.76770764,1,42,T
2022/02/16/19:15:30.943487,29020,1645056930,942690849,,671947.514254422,4689652.76770764,1,42,T
2022/02/16/19:15:31.142733,29021,1645056931,141174077,,671947.243559781,4689652.82619155,5,42,T
2022/02/16/19:15:31.144374,29022,1645056931,141174077,,671947.243559781,4689652.82619155,5,42,T
2022/02/16/19:15:31.346331,29023,1645056931,343810081,,671947.051680957,4689652.93207063,5,42,T
2022/02/16/19:15:31.346642,29024,1645056931,343810081,,671947.051680957,4689652.93207063,5,42,T
2022/02/16/19:15:31.548072,29025,1645056931,545660495,,671946.802666514,4689653.03265054,5,42,T
2022/02/16/19:15:31.548364,29026,1645056931,545660495,,671946.802666514,4689653.03265054,5,42,T
2022/02/16/19:15:31.750009,29027,1645056931,747224807,,671946.559211256,4689653.06378471,5,42,T
2022/02/16/19:15:31.750270,29028,1645056931,747224807,,671946.559211256,4689653.06378471,5,42,T
2022/02/16/19:15:31.933342,29029,1645056931,932832717,,671946.337265228,4689653.15519483,5,42,T
2022/02/16/19:15:31.933591,29030,1645056931,932832717,,671946.337265228,4689653.15519483,5,42,T
2022/02/16/19:15:32.130107,29031,1645056932,128264188,,671946.132874164,4689653.29973283,5,42,T
2022/02/16/19:15:32.130165,29032,1645056932,128264188,,671946.132874164,4689653.29973283,5,42,T
2022/02/16/19:15:32.332341,29033,1645056932,329800128,,671945.948228185,4689653.38574981,5,42,T
2022/02/16/19:15:32.332980,29034,1645056932,329800128,,671945.948228185,4689653.38574981,5,42,T
2022/02/16/19:15:32.531730,29035,1645056932,529366493,,671945.731732569,4689653.49065353,5,42,T
2022/02/16/19:15:32.531937,29036,1645056932,529366493,,671945.731732569,4689653.49065353,5,42,T
2022/02/16/19:15:32.727332,29037,1645056932,725456714,,671945.523657358,4689653.60021722,5,42,T
2022/02/16/19:15:32.727387,29038,1645056932,725456714,,671945.523657358,4689653.60021722,5,42,T
2022/02/16/19:15:32.936106,29039,1645056932,933920145,,671945.3470024,4689653.62427026,5,42,T
2022/02/16/19:15:32.936127,29040,1645056932,933920145,,671945.3470024,4689653.62427026,5,42,T
2022/02/16/19:15:33.131998,29041,1645056933,130026817,,671945.115279944,4689653.84477058,5,42,T
2022/02/16/19:15:33.132068,29042,1645056933,130026817,,671945.115279944,4689653.84477058,5,42,T
2022/02/16/19:15:33.331470,29043,1645056933,329296112,,671944.899415585,4689653.94078329,5,42,T
2022/02/16/19:15:33.332489,29044,1645056933,329296112,,671944.899415585,4689653.94078329,5,42,T
2022/02/16/19:15:33.538576,29045,1645056933,535886287,,671944.670008181,4689654.05576103,5,42,T
2022/02/16/19:15:33.539132,29046,1645056933,535886287,,671944.670008181,4689654.05576103,5,42,T
2022/02/16/19:15:33.741271,29047,1645056933,738378524,,671944.430991259,4689654.20891227,5,42,T
2022/02/16/19:15:33.741292,29048,1645056933,738378524,,671944.430991259,4689654.20891227,5,42,T
2022/02/16/19:15:33.941538,29049,1645056933,939617872,,671944.229767024,4689654.34220935,5,42,T
2022/02/16/19:15:33.941830,29050,1645056933,939617872,,671944.229767024,4689654.34220935,5,42,T
2022/02/16/19:15:34.139889,29051,1645056934,138085842,,671944.030733878,4689654.47036475,5,42,T
2022/02/16/19:15:34.140825,29052,1645056934,138085842,,671944.030733878,4689654.47036475,5,42,T
2022/02/16/19:15:34.342151,29053,1645056934,340282440,,671943.834531148,4689654.57854995,5,42,T
2022/02/16/19:15:34.342620,29054,1645056934,340282440,,671943.834531148,4689654.57854995,5,42,T
2022/02/16/19:15:34.542152,29055,1645056934,540409564,,671943.615567343,4689654.72792576,5,42,T
2022/02/16/19:15:34.543441,29056,1645056934,540409564,,671943.615567343,4689654.72792576,5,42,T
2022/02/16/19:15:34.744414,29057,1645056934,742161989,,671943.346371471,4689654.83190699,5,42,T
2022/02/16/19:15:34.744434,29058,1645056934,742161989,,671943.346371471,4689654.83190699,5,42,T
2022/02/16/19:15:34.994660,29059,1645056934,991927385,,671943.11932515,4689654.96846684,5,42,T
2022/02/16/19:15:34.994698,29060,1645056934,991927385,,671943.11932515,4689654.96846684,5,42,T
2022/02/16/19:15:35.192354,29061,1645056935,190876245,,671942.917025144,4689655.06147263,5,42,T
2022/02/16/19:15:35.193260,29062,1645056935,190876245,,671942.917025144,4689655.06147263,5,42,T
2022/02/16/19:15:35.391993,29063,1645056935,389985561,,671942.716485297,4689655.20053868,5,42,T
2022/02/16/19:15:35.392750,29064,1645056935,389985561,,671942.716485297,4689655.20053868,5,42,T
2022/02/16/19:15:35.602398,29065,1645056935,600257396,,671942.517732915,4689655.28361174,5,42,T
2022/02/16/19:15:35.602454,29066,1645056935,600257396,,671942.517732915,4689655.28361174,5,42,T
2022/02/16/19:15:35.799980,29067,1645056935,798151969,,671942.279943638,4689655.40357927,5,42,T
2022/02/16/19:15:35.800514,29068,1645056935,798151969,,671942.279943638,4689655.40357927,5,42,T
2022/02/16/19:15:35.998335,29069,1645056935,996554851,,671942.034550821,4689655.54729644,5,42,T
2022/02/16/19:15:35.999206,29070,1645056935,996554851,,671942.034550821,4689655.54729644,5,42,T
2022/02/16/19:15:36.197951,29071,1645056936,196150064,,671941.818120077,4689655.65517071,5,42,T
2022/02/16/19:15:36.198042,29072,1645056936,196150064,,671941.818120077,4689655.65517071,5,42,T
2022/02/16/19:15:36.392938,29073,1645056936,391033411,,671941.60807848,4689655.74390435,5,42,T
