%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z
1.64609870576311E+018,53,0,2.4680448,-0.0759,0.7038,0.1112
1.6460987057884E+018,54,0,2.5293568,-0.0758,0.7048,0.1124
1.64609870581325E+018,55,0,2.4846592,-0.0758,0.7068,0.11
1.64609870583835E+018,56,0,2.5096704,-0.0749,0.7077,0.1124
1.64609870586306E+018,57,0,2.4708096,-0.073,0.7067,0.1125
1.6460987058883E+018,58,0,2.5248512,-0.0748,0.7146,0.1088
1.64609870591332E+018,59,0,2.501376,-0.0758,0.7088,0.1112
1.64609870593842E+018,60,0,2.509824,-0.0749,0.7057,0.1018
1.64609870596405E+018,61,0,2.5633024,-0.0758,0.7078,0.1088
1.64609870598908E+018,62,0,2.5031936,-0.0739,0.7107,0.1113
1.64609870601445E+018,63,0,2.5366784,-0.073,0.7077,0.1102
1.6460987060393E+018,64,0,2.4854272,-0.073,0.7057,0.1067
1.64609870606485E+018,65,0,2.5551616,-0.0748,0.7107,0.1089
1.64609870608909E+018,66,0,2.4233472,-0.0749,0.7067,0.1101
1.64609870611388E+018,67,0,2.4794624,-0.0749,0.7067,0.1065
1.64609870613886E+018,68,0,2.4975872,-0.0758,0.7078,0.1077
1.64609870616412E+018,69,0,2.5260544,-0.0739,0.7067,0.1125
1.64609870618903E+018,70,0,2.4908032,-0.0757,0.7127,0.1135
1.64609870621501E+018,71,0,2.5984,-0.0768,0.7058,0.1123
1.64609870624E+018,72,0,2.4992,-0.0768,0.7068,0.1135
1.64609870626481E+018,73,0,2.4813056,-0.0739,0.7136,0.11
1.6460987062899E+018,74,0,2.5085184,-0.0748,0.7146,0.11
1.64609870631455E+018,75,0,2.4654592,-0.0749,0.7067,0.1113
1.64609870633948E+018,76,0,2.49216,-0.0739,0.7057,0.1125
1.64609870636578E+018,77,0,2.6302976,-0.0749,0.7058,0.1101
1.64609870638978E+018,78,0,2.400384,-0.0739,0.7136,0.1089
1.6460987064148E+018,79,0,2.5018112,-0.0739,0.7087,0.1136
1.64609870643955E+018,80,0,2.4750848,-0.0749,0.7087,0.1089
1.64609870646541E+018,81,0,2.5861376,-0.072,0.7086,0.109
1.64609870648942E+018,82,0,2.4007168,-0.0758,0.7097,0.1112
1.64609870651531E+018,83,0,2.5893376,-0.0768,0.7078,0.11
1.64609870654062E+018,84,0,2.5305856,-0.074,0.7037,0.109
1.64609870656524E+018,85,0,2.46208,-0.074,0.7057,0.1113
1.64609870659008E+018,86,0,2.4834816,-0.0768,0.7088,0.1088
1.64609870661528E+018,87,0,2.520448,-0.0739,0.7126,0.1112
1.64609870664043E+018,88,0,2.515072,-0.0758,0.7088,0.1112
